date,sku_name,sales,store
2015-12-23,Super Puff Shorty,55,1
2015-12-24,Super Puff Shorty,55,1
2015-12-25,Super Puff Shorty,61,1
2015-12-26,Super Puff Shorty,80,1
2015-12-27,Super Puff Shorty,72,1
2015-12-28,Super Puff Shorty,49,1
2015-12-29,Super Puff Shorty,50,1
2015-12-30,Super Puff Shorty,61,1
2015-12-31,Super Puff Shorty,57,1
2016-01-01,Super Puff Shorty,53,1
2016-01-02,Super Puff Shorty,61,1
2016-01-03,Super Puff Shorty,83,1
2016-01-04,Super Puff Shorty,49,1
2016-01-05,Super Puff Shorty,46,1
2016-01-06,Super Puff Shorty,50,1
2016-01-07,Super Puff Shorty,59,1
2016-01-08,Super Puff Shorty,81,1
2016-01-09,Super Puff Shorty,69,1
2016-01-10,Super Puff Shorty,56,1
2016-01-11,Super Puff Shorty,42,1
2016-01-12,Super Puff Shorty,63,1
2016-01-13,Super Puff Shorty,54,1
2016-01-14,Super Puff Shorty,73,1
2016-01-15,Super Puff Shorty,70,1
2016-01-16,Super Puff Shorty,72,1
2016-01-17,Super Puff Shorty,81,1
2016-01-18,Super Puff Shorty,44,1
2016-01-19,Super Puff Shorty,55,1
2016-01-20,Super Puff Shorty,61,1
2016-01-21,Super Puff Shorty,73,1
2016-01-22,Super Puff Shorty,46,1
2016-01-23,Super Puff Shorty,87,1
2016-01-24,Super Puff Shorty,75,1
2016-01-25,Super Puff Shorty,43,1
2016-01-26,Super Puff Shorty,58,1
2016-01-27,Super Puff Shorty,57,1
2016-01-28,Super Puff Shorty,47,1
2016-01-29,Super Puff Shorty,67,1
2016-01-30,Super Puff Shorty,67,1
2016-01-31,Super Puff Shorty,82,1
2016-02-01,Super Puff Shorty,39,1
2016-02-02,Super Puff Shorty,61,1
2016-02-03,Super Puff Shorty,54,1
2016-02-04,Super Puff Shorty,65,1
2016-02-05,Super Puff Shorty,78,1
2016-02-06,Super Puff Shorty,69,1
2016-02-07,Super Puff Shorty,71,1
2016-02-08,Super Puff Shorty,50,1
2016-02-09,Super Puff Shorty,60,1
2016-02-10,Super Puff Shorty,54,1
2016-02-11,Super Puff Shorty,78,1
2016-02-12,Super Puff Shorty,78,1
2016-02-13,Super Puff Shorty,67,1
2016-02-14,Super Puff Shorty,71,1
2016-02-15,Super Puff Shorty,49,1
2016-02-16,Super Puff Shorty,61,1
2016-02-17,Super Puff Shorty,73,1
2016-02-18,Super Puff Shorty,58,1
2016-02-19,Super Puff Shorty,84,1
2016-02-20,Super Puff Shorty,94,1
2016-02-21,Super Puff Shorty,90,1
2016-02-22,Super Puff Shorty,59,1
2016-02-23,Super Puff Shorty,78,1
2016-02-24,Super Puff Shorty,60,1
2016-02-25,Super Puff Shorty,65,1
2016-02-26,Super Puff Shorty,63,1
2016-02-27,Super Puff Shorty,69,1
2016-02-28,Super Puff Shorty,71,1
2016-02-29,Super Puff Shorty,47,1
2016-03-01,Super Puff Shorty,79,1
2016-03-02,Super Puff Shorty,68,1
2016-03-03,Super Puff Shorty,78,1
2016-03-04,Super Puff Shorty,90,1
2016-03-05,Super Puff Shorty,92,1
2016-03-06,Super Puff Shorty,91,1
2016-03-07,Super Puff Shorty,74,1
2016-03-08,Super Puff Shorty,65,1
2016-03-09,Super Puff Shorty,55,1
2016-03-10,Super Puff Shorty,64,1
2016-03-11,Super Puff Shorty,78,1
2016-03-12,Super Puff Shorty,75,1
2016-03-13,Super Puff Shorty,93,1
2016-03-14,Super Puff Shorty,46,1
2016-03-15,Super Puff Shorty,71,1
2016-03-16,Super Puff Shorty,69,1
2016-03-17,Super Puff Shorty,87,1
2016-03-18,Super Puff Shorty,93,1
2016-03-19,Super Puff Shorty,78,1
2016-03-20,Super Puff Shorty,87,1
2016-03-21,Super Puff Shorty,53,1
2016-03-22,Super Puff Shorty,72,1
2016-03-23,Super Puff Shorty,77,1
2016-03-24,Super Puff Shorty,74,1
2016-03-25,Super Puff Shorty,91,1
2016-03-26,Super Puff Shorty,99,1
2016-03-27,Super Puff Shorty,107,1
2016-03-28,Super Puff Shorty,73,1
2016-03-29,Super Puff Shorty,70,1
2016-03-30,Super Puff Shorty,73,1
2016-03-31,Super Puff Shorty,73,1
2016-04-01,Super Puff Shorty,96,1
2016-04-02,Super Puff Shorty,80,1
2016-04-03,Super Puff Shorty,116,1
2016-04-04,Super Puff Shorty,78,1
2016-04-05,Super Puff Shorty,104,1
2016-04-06,Super Puff Shorty,80,1
2016-04-07,Super Puff Shorty,99,1
2016-04-08,Super Puff Shorty,92,1
2016-04-09,Super Puff Shorty,109,1
2016-04-10,Super Puff Shorty,115,1
2016-04-11,Super Puff Shorty,86,1
2016-04-12,Super Puff Shorty,77,1
2016-04-13,Super Puff Shorty,86,1
2016-04-14,Super Puff Shorty,87,1
2016-04-15,Super Puff Shorty,114,1
2016-04-16,Super Puff Shorty,101,1
2016-04-17,Super Puff Shorty,113,1
2016-04-18,Super Puff Shorty,91,1
2016-04-19,Super Puff Shorty,89,1
2016-04-20,Super Puff Shorty,79,1
2016-04-21,Super Puff Shorty,90,1
2016-04-22,Super Puff Shorty,110,1
2016-04-23,Super Puff Shorty,92,1
2016-04-24,Super Puff Shorty,90,1
2016-04-25,Super Puff Shorty,57,1
2016-04-26,Super Puff Shorty,91,1
2016-04-27,Super Puff Shorty,69,1
2016-04-28,Super Puff Shorty,86,1
2016-04-29,Super Puff Shorty,90,1
2016-04-30,Super Puff Shorty,93,1
2016-05-01,Super Puff Shorty,126,1
2016-05-02,Super Puff Shorty,72,1
2016-05-03,Super Puff Shorty,91,1
2016-05-04,Super Puff Shorty,90,1
2016-05-05,Super Puff Shorty,100,1
2016-05-06,Super Puff Shorty,103,1
2016-05-07,Super Puff Shorty,114,1
2016-05-08,Super Puff Shorty,104,1
2016-05-09,Super Puff Shorty,84,1
2016-05-10,Super Puff Shorty,91,1
2016-05-11,Super Puff Shorty,85,1
2016-05-12,Super Puff Shorty,94,1
2016-05-13,Super Puff Shorty,98,1
2016-05-14,Super Puff Shorty,109,1
2016-05-15,Super Puff Shorty,130,1
2016-05-16,Super Puff Shorty,87,1
2016-05-17,Super Puff Shorty,83,1
2016-05-18,Super Puff Shorty,98,1
2016-05-19,Super Puff Shorty,108,1
2016-05-20,Super Puff Shorty,109,1
2016-05-21,Super Puff Shorty,106,1
2016-05-22,Super Puff Shorty,121,1
2016-05-23,Super Puff Shorty,88,1
2016-05-24,Super Puff Shorty,71,1
2016-05-25,Super Puff Shorty,90,1
2016-05-26,Super Puff Shorty,91,1
2016-05-27,Super Puff Shorty,106,1
2016-05-28,Super Puff Shorty,147,1
2016-05-29,Super Puff Shorty,115,1
2016-05-30,Super Puff Shorty,66,1
2016-05-31,Super Puff Shorty,92,1
2016-06-01,Super Puff Shorty,107,1
2016-06-02,Super Puff Shorty,102,1
2016-06-03,Super Puff Shorty,113,1
2016-06-04,Super Puff Shorty,119,1
2016-06-05,Super Puff Shorty,107,1
2016-06-06,Super Puff Shorty,89,1
2016-06-07,Super Puff Shorty,81,1
2016-06-08,Super Puff Shorty,92,1
2016-06-09,Super Puff Shorty,102,1
2016-06-10,Super Puff Shorty,101,1
2016-06-11,Super Puff Shorty,109,1
2016-06-12,Super Puff Shorty,124,1
2016-06-13,Super Puff Shorty,77,1
2016-06-14,Super Puff Shorty,104,1
2016-06-15,Super Puff Shorty,91,1
2016-06-16,Super Puff Shorty,106,1
2016-06-17,Super Puff Shorty,109,1
2016-06-18,Super Puff Shorty,113,1
2016-06-19,Super Puff Shorty,123,1
2016-06-20,Super Puff Shorty,85,1
2016-06-21,Super Puff Shorty,103,1
2016-06-22,Super Puff Shorty,94,1
2016-06-23,Super Puff Shorty,105,1
2016-06-24,Super Puff Shorty,100,1
2016-06-25,Super Puff Shorty,133,1
2016-06-26,Super Puff Shorty,122,1
2016-06-27,Super Puff Shorty,67,1
2016-06-28,Super Puff Shorty,87,1
2016-06-29,Super Puff Shorty,75,1
2016-06-30,Super Puff Shorty,103,1
2016-07-01,Super Puff Shorty,128,1
2016-07-02,Super Puff Shorty,113,1
2016-07-03,Super Puff Shorty,141,1
2016-07-04,Super Puff Shorty,81,1
2016-07-05,Super Puff Shorty,108,1
2016-07-06,Super Puff Shorty,84,1
2016-07-07,Super Puff Shorty,126,1
2016-07-08,Super Puff Shorty,125,1
2016-07-09,Super Puff Shorty,120,1
2016-07-10,Super Puff Shorty,135,1
2016-07-11,Super Puff Shorty,101,1
2016-07-12,Super Puff Shorty,108,1
2016-07-13,Super Puff Shorty,109,1
2016-07-14,Super Puff Shorty,110,1
2016-07-15,Super Puff Shorty,115,1
2016-07-16,Super Puff Shorty,137,1
2016-07-17,Super Puff Shorty,129,1
2016-07-18,Super Puff Shorty,79,1
2016-07-19,Super Puff Shorty,103,1
2016-07-20,Super Puff Shorty,109,1
2016-07-21,Super Puff Shorty,123,1
2016-07-22,Super Puff Shorty,128,1
2016-07-23,Super Puff Shorty,133,1
2016-07-24,Super Puff Shorty,140,1
2016-07-25,Super Puff Shorty,93,1
2016-07-26,Super Puff Shorty,104,1
2016-07-27,Super Puff Shorty,106,1
2016-07-28,Super Puff Shorty,111,1
2016-07-29,Super Puff Shorty,119,1
2016-07-30,Super Puff Shorty,119,1
2016-07-31,Super Puff Shorty,127,1
2016-08-01,Super Puff Shorty,79,1
2016-08-02,Super Puff Shorty,100,1
2016-08-03,Super Puff Shorty,100,1
2016-08-04,Super Puff Shorty,116,1
2016-08-05,Super Puff Shorty,101,1
2016-08-06,Super Puff Shorty,108,1
2016-08-07,Super Puff Shorty,132,1
2016-08-08,Super Puff Shorty,68,1
2016-08-09,Super Puff Shorty,93,1
2016-08-10,Super Puff Shorty,81,1
2016-08-11,Super Puff Shorty,84,1
2016-08-12,Super Puff Shorty,83,1
2016-08-13,Super Puff Shorty,113,1
2016-08-14,Super Puff Shorty,116,1
2016-08-15,Super Puff Shorty,66,1
2016-08-16,Super Puff Shorty,105,1
2016-08-17,Super Puff Shorty,75,1
2016-08-18,Super Puff Shorty,108,1
2016-08-19,Super Puff Shorty,113,1
2016-08-20,Super Puff Shorty,95,1
2016-08-21,Super Puff Shorty,108,1
2016-08-22,Super Puff Shorty,80,1
2016-08-23,Super Puff Shorty,65,1
2016-08-24,Super Puff Shorty,100,1
2016-08-25,Super Puff Shorty,82,1
2016-08-26,Super Puff Shorty,104,1
2016-08-27,Super Puff Shorty,110,1
2016-08-28,Super Puff Shorty,123,1
2016-08-29,Super Puff Shorty,71,1
2016-08-30,Super Puff Shorty,85,1
2016-08-31,Super Puff Shorty,82,1
2016-09-01,Super Puff Shorty,98,1
2016-09-02,Super Puff Shorty,85,1
2016-09-03,Super Puff Shorty,97,1
2016-09-04,Super Puff Shorty,119,1
2016-09-05,Super Puff Shorty,60,1
2016-09-06,Super Puff Shorty,79,1
2016-09-07,Super Puff Shorty,89,1
2016-09-08,Super Puff Shorty,97,1
2016-09-09,Super Puff Shorty,96,1
2016-09-10,Super Puff Shorty,123,1
2016-09-11,Super Puff Shorty,100,1
2016-09-12,Super Puff Shorty,67,1
2016-09-13,Super Puff Shorty,98,1
2016-09-14,Super Puff Shorty,85,1
2016-09-15,Super Puff Shorty,76,1
2016-09-16,Super Puff Shorty,81,1
2016-09-17,Super Puff Shorty,118,1
2016-09-18,Super Puff Shorty,107,1
2016-09-19,Super Puff Shorty,72,1
2016-09-20,Super Puff Shorty,92,1
2016-09-21,Super Puff Shorty,85,1
2016-09-22,Super Puff Shorty,81,1
2016-09-23,Super Puff Shorty,91,1
2016-09-24,Super Puff Shorty,108,1
2016-09-25,Super Puff Shorty,116,1
2016-09-26,Super Puff Shorty,67,1
2016-09-27,Super Puff Shorty,71,1
2016-09-28,Super Puff Shorty,90,1
2016-09-29,Super Puff Shorty,80,1
2016-09-30,Super Puff Shorty,109,1
2016-10-01,Super Puff Shorty,76,1
2016-10-02,Super Puff Shorty,108,1
2016-10-03,Super Puff Shorty,68,1
2016-10-04,Super Puff Shorty,73,1
2016-10-05,Super Puff Shorty,73,1
2016-10-06,Super Puff Shorty,81,1
2016-10-07,Super Puff Shorty,93,1
2016-10-08,Super Puff Shorty,83,1
2016-10-09,Super Puff Shorty,111,1
2016-10-10,Super Puff Shorty,67,1
2016-10-11,Super Puff Shorty,89,1
2016-10-12,Super Puff Shorty,86,1
2016-10-13,Super Puff Shorty,80,1
2016-10-14,Super Puff Shorty,73,1
2016-10-15,Super Puff Shorty,111,1
2016-10-16,Super Puff Shorty,92,1
2016-10-17,Super Puff Shorty,76,1
2016-10-18,Super Puff Shorty,78,1
2016-10-19,Super Puff Shorty,76,1
2016-10-20,Super Puff Shorty,86,1
2016-10-21,Super Puff Shorty,93,1
2016-10-22,Super Puff Shorty,85,1
2016-10-23,Super Puff Shorty,110,1
2016-10-24,Super Puff Shorty,56,1
2016-10-25,Super Puff Shorty,66,1
2016-10-26,Super Puff Shorty,79,1
2016-10-27,Super Puff Shorty,94,1
2016-10-28,Super Puff Shorty,89,1
2016-10-29,Super Puff Shorty,86,1
2016-10-30,Super Puff Shorty,96,1
2016-10-31,Super Puff Shorty,54,1
2016-11-01,Super Puff Shorty,77,1
2016-11-02,Super Puff Shorty,90,1
2016-11-03,Super Puff Shorty,69,1
2016-11-04,Super Puff Shorty,81,1
2016-11-05,Super Puff Shorty,95,1
2016-11-06,Super Puff Shorty,114,1
2016-11-07,Super Puff Shorty,73,1
2016-11-08,Super Puff Shorty,102,1
2016-11-09,Super Puff Shorty,95,1
2016-11-10,Super Puff Shorty,106,1
2016-11-11,Super Puff Shorty,106,1
2016-11-12,Super Puff Shorty,113,1
2016-11-13,Super Puff Shorty,108,1
2016-11-14,Super Puff Shorty,73,1
2016-11-15,Super Puff Shorty,80,1
2016-11-16,Super Puff Shorty,72,1
2016-11-17,Super Puff Shorty,83,1
2016-11-18,Super Puff Shorty,106,1
2016-11-19,Super Puff Shorty,97,1
2016-11-20,Super Puff Shorty,135,1
2016-11-21,Super Puff Shorty,76,1
2016-11-22,Super Puff Shorty,89,1
2016-11-23,Super Puff Shorty,83,1
2016-11-24,Super Puff Shorty,102,1
2016-11-25,Super Puff Shorty,89,1
2016-11-26,Super Puff Shorty,98,1
2016-11-27,Super Puff Shorty,108,1
2016-11-28,Super Puff Shorty,55,1
2016-11-29,Super Puff Shorty,80,1
2016-11-30,Super Puff Shorty,85,1
2016-12-01,Super Puff Shorty,67,1
2016-12-02,Super Puff Shorty,61,1
2016-12-03,Super Puff Shorty,72,1
2016-12-04,Super Puff Shorty,76,1
2016-12-05,Super Puff Shorty,46,1
2016-12-06,Super Puff Shorty,57,1
2016-12-07,Super Puff Shorty,64,1
2016-12-08,Super Puff Shorty,67,1
2016-12-09,Super Puff Shorty,54,1
2016-12-10,Super Puff Shorty,67,1
2016-12-11,Super Puff Shorty,74,1
2016-12-12,Super Puff Shorty,41,1
2016-12-13,Super Puff Shorty,40,1
2016-12-14,Super Puff Shorty,51,1
2016-12-15,Super Puff Shorty,70,1
2016-12-16,Super Puff Shorty,83,1
2016-12-17,Super Puff Shorty,72,1
2016-12-18,Super Puff Shorty,64,1
2016-12-19,Super Puff Shorty,47,1
2016-12-20,Super Puff Shorty,68,1
2016-12-21,Super Puff Shorty,69,1
2016-12-22,Super Puff Shorty,69,1
2016-12-23,Super Puff Shorty,77,1
2016-12-24,Super Puff Shorty,90,1
2016-12-25,Super Puff Shorty,76,1
2016-12-26,Super Puff Shorty,48,1
2016-12-27,Super Puff Shorty,47,1
2016-12-28,Super Puff Shorty,51,1
2016-12-29,Super Puff Shorty,66,1
2016-12-30,Super Puff Shorty,75,1
2016-12-31,Super Puff Shorty,74,1
2017-01-01,Super Puff Shorty,80,1
2017-01-02,Super Puff Shorty,45,1
2017-01-03,Super Puff Shorty,72,1
2017-01-04,Super Puff Shorty,59,1
2017-01-05,Super Puff Shorty,81,1
2017-01-06,Super Puff Shorty,82,1
2017-01-07,Super Puff Shorty,75,1
2017-01-08,Super Puff Shorty,75,1
2017-01-09,Super Puff Shorty,55,1
2017-01-10,Super Puff Shorty,59,1
2017-01-11,Super Puff Shorty,65,1
2017-01-12,Super Puff Shorty,64,1
2017-01-13,Super Puff Shorty,59,1
2017-01-14,Super Puff Shorty,73,1
2017-01-15,Super Puff Shorty,81,1
2017-01-16,Super Puff Shorty,52,1
2017-01-17,Super Puff Shorty,54,1
2017-01-18,Super Puff Shorty,45,1
2017-01-19,Super Puff Shorty,62,1
2017-01-20,Super Puff Shorty,76,1
2017-01-21,Super Puff Shorty,78,1
2017-01-22,Super Puff Shorty,64,1
2017-01-23,Super Puff Shorty,62,1
2017-01-24,Super Puff Shorty,62,1
2017-01-25,Super Puff Shorty,59,1
2017-01-26,Super Puff Shorty,63,1
2017-01-27,Super Puff Shorty,66,1
2017-01-28,Super Puff Shorty,59,1
2017-01-29,Super Puff Shorty,74,1
2017-01-30,Super Puff Shorty,55,1
2017-01-31,Super Puff Shorty,59,1
2017-02-01,Super Puff Shorty,60,1
2017-02-02,Super Puff Shorty,77,1
2017-02-03,Super Puff Shorty,78,1
2017-02-04,Super Puff Shorty,86,1
2017-02-05,Super Puff Shorty,83,1
2017-02-06,Super Puff Shorty,70,1
2017-02-07,Super Puff Shorty,61,1
2017-02-08,Super Puff Shorty,62,1
2017-02-09,Super Puff Shorty,62,1
2017-02-10,Super Puff Shorty,74,1
2017-02-11,Super Puff Shorty,70,1
2017-02-12,Super Puff Shorty,75,1
2017-02-13,Super Puff Shorty,65,1
2017-02-14,Super Puff Shorty,60,1
2017-02-15,Super Puff Shorty,76,1
2017-02-16,Super Puff Shorty,49,1
2017-02-17,Super Puff Shorty,59,1
2017-02-18,Super Puff Shorty,66,1
2017-02-19,Super Puff Shorty,77,1
2017-02-20,Super Puff Shorty,55,1
2017-02-21,Super Puff Shorty,76,1
2017-02-22,Super Puff Shorty,61,1
2017-02-23,Super Puff Shorty,73,1
2017-02-24,Super Puff Shorty,73,1
2017-02-25,Super Puff Shorty,79,1
2017-02-26,Super Puff Shorty,93,1
2017-02-27,Super Puff Shorty,64,1
2017-02-28,Super Puff Shorty,50,1
2017-03-01,Super Puff Shorty,79,1
2017-03-02,Super Puff Shorty,86,1
2017-03-03,Super Puff Shorty,98,1
2017-03-04,Super Puff Shorty,91,1
2017-03-05,Super Puff Shorty,99,1
2017-03-06,Super Puff Shorty,52,1
2017-03-07,Super Puff Shorty,81,1
2017-03-08,Super Puff Shorty,77,1
2017-03-09,Super Puff Shorty,83,1
2017-03-10,Super Puff Shorty,87,1
2017-03-11,Super Puff Shorty,82,1
2017-03-12,Super Puff Shorty,103,1
2017-03-13,Super Puff Shorty,61,1
2017-03-14,Super Puff Shorty,77,1
2017-03-15,Super Puff Shorty,73,1
2017-03-16,Super Puff Shorty,58,1
2017-03-17,Super Puff Shorty,78,1
2017-03-18,Super Puff Shorty,81,1
2017-03-19,Super Puff Shorty,99,1
2017-03-20,Super Puff Shorty,71,1
2017-03-21,Super Puff Shorty,78,1
2017-03-22,Super Puff Shorty,72,1
2017-03-23,Super Puff Shorty,69,1
2017-03-24,Super Puff Shorty,71,1
2017-03-25,Super Puff Shorty,96,1
2017-03-26,Super Puff Shorty,108,1
2017-03-27,Super Puff Shorty,65,1
2017-03-28,Super Puff Shorty,78,1
2017-03-29,Super Puff Shorty,64,1
2017-03-30,Super Puff Shorty,62,1
2017-03-31,Super Puff Shorty,87,1
2017-04-01,Super Puff Shorty,115,1
2017-04-02,Super Puff Shorty,136,1
2017-04-03,Super Puff Shorty,72,1
2017-04-04,Super Puff Shorty,94,1
2017-04-05,Super Puff Shorty,77,1
2017-04-06,Super Puff Shorty,100,1
2017-04-07,Super Puff Shorty,87,1
2017-04-08,Super Puff Shorty,117,1
2017-04-09,Super Puff Shorty,106,1
2017-04-10,Super Puff Shorty,79,1
2017-04-11,Super Puff Shorty,92,1
2017-04-12,Super Puff Shorty,87,1
2017-04-13,Super Puff Shorty,93,1
2017-04-14,Super Puff Shorty,81,1
2017-04-15,Super Puff Shorty,98,1
2017-04-16,Super Puff Shorty,114,1
2017-04-17,Super Puff Shorty,73,1
2017-04-18,Super Puff Shorty,104,1
2017-04-19,Super Puff Shorty,85,1
2017-04-20,Super Puff Shorty,98,1
2017-04-21,Super Puff Shorty,102,1
2017-04-22,Super Puff Shorty,103,1
2017-04-23,Super Puff Shorty,117,1
2017-04-24,Super Puff Shorty,76,1
2017-04-25,Super Puff Shorty,81,1
2017-04-26,Super Puff Shorty,87,1
2017-04-27,Super Puff Shorty,86,1
2017-04-28,Super Puff Shorty,101,1
2017-04-29,Super Puff Shorty,105,1
2017-04-30,Super Puff Shorty,114,1
2017-05-01,Super Puff Shorty,82,1
2017-05-02,Super Puff Shorty,97,1
2017-05-03,Super Puff Shorty,101,1
2017-05-04,Super Puff Shorty,105,1
2017-05-05,Super Puff Shorty,117,1
2017-05-06,Super Puff Shorty,117,1
2017-05-07,Super Puff Shorty,120,1
2017-05-08,Super Puff Shorty,72,1
2017-05-09,Super Puff Shorty,85,1
2017-05-10,Super Puff Shorty,81,1
2017-05-11,Super Puff Shorty,96,1
2017-05-12,Super Puff Shorty,114,1
2017-05-13,Super Puff Shorty,117,1
2017-05-14,Super Puff Shorty,111,1
2017-05-15,Super Puff Shorty,78,1
2017-05-16,Super Puff Shorty,95,1
2017-05-17,Super Puff Shorty,94,1
2017-05-18,Super Puff Shorty,97,1
2017-05-19,Super Puff Shorty,119,1
2017-05-20,Super Puff Shorty,134,1
2017-05-21,Super Puff Shorty,112,1
2017-05-22,Super Puff Shorty,83,1
2017-05-23,Super Puff Shorty,80,1
2017-05-24,Super Puff Shorty,94,1
2017-05-25,Super Puff Shorty,102,1
2017-05-26,Super Puff Shorty,112,1
2017-05-27,Super Puff Shorty,118,1
2017-05-28,Super Puff Shorty,123,1
2017-05-29,Super Puff Shorty,62,1
2017-05-30,Super Puff Shorty,79,1
2017-05-31,Super Puff Shorty,87,1
2017-06-01,Super Puff Shorty,129,1
2017-06-02,Super Puff Shorty,120,1
2017-06-03,Super Puff Shorty,102,1
2017-06-04,Super Puff Shorty,139,1
2017-06-05,Super Puff Shorty,106,1
2017-06-06,Super Puff Shorty,89,1
2017-06-07,Super Puff Shorty,113,1
2017-06-08,Super Puff Shorty,119,1
2017-06-09,Super Puff Shorty,103,1
2017-06-10,Super Puff Shorty,102,1
2017-06-11,Super Puff Shorty,115,1
2017-06-12,Super Puff Shorty,90,1
2017-06-13,Super Puff Shorty,100,1
2017-06-14,Super Puff Shorty,86,1
2017-06-15,Super Puff Shorty,107,1
2017-06-16,Super Puff Shorty,132,1
2017-06-17,Super Puff Shorty,121,1
2017-06-18,Super Puff Shorty,134,1
2017-06-19,Super Puff Shorty,80,1
2017-06-20,Super Puff Shorty,101,1
2017-06-21,Super Puff Shorty,87,1
2017-06-22,Super Puff Shorty,99,1
2017-06-23,Super Puff Shorty,121,1
2017-06-24,Super Puff Shorty,116,1
2017-06-25,Super Puff Shorty,121,1
2017-06-26,Super Puff Shorty,105,1
2017-06-27,Super Puff Shorty,103,1
2017-06-28,Super Puff Shorty,93,1
2017-06-29,Super Puff Shorty,95,1
2017-06-30,Super Puff Shorty,103,1
2017-07-01,Super Puff Shorty,113,1
2017-07-02,Super Puff Shorty,154,1
2017-07-03,Super Puff Shorty,84,1
2017-07-04,Super Puff Shorty,107,1
2017-07-05,Super Puff Shorty,97,1
2017-07-06,Super Puff Shorty,101,1
2017-07-07,Super Puff Shorty,139,1
2017-07-08,Super Puff Shorty,146,1
2017-07-09,Super Puff Shorty,119,1
2017-07-10,Super Puff Shorty,80,1
2017-07-11,Super Puff Shorty,99,1
2017-07-12,Super Puff Shorty,110,1
2017-07-13,Super Puff Shorty,118,1
2017-07-14,Super Puff Shorty,114,1
2017-07-15,Super Puff Shorty,131,1
2017-07-16,Super Puff Shorty,143,1
2017-07-17,Super Puff Shorty,98,1
2017-07-18,Super Puff Shorty,128,1
2017-07-19,Super Puff Shorty,107,1
2017-07-20,Super Puff Shorty,114,1
2017-07-21,Super Puff Shorty,123,1
2017-07-22,Super Puff Shorty,150,1
2017-07-23,Super Puff Shorty,135,1
2017-07-24,Super Puff Shorty,83,1
2017-07-25,Super Puff Shorty,101,1
2017-07-26,Super Puff Shorty,87,1
2017-07-27,Super Puff Shorty,115,1
2017-07-28,Super Puff Shorty,126,1
2017-07-29,Super Puff Shorty,113,1
2017-07-30,Super Puff Shorty,123,1
2017-07-31,Super Puff Shorty,95,1
2017-08-01,Super Puff Shorty,108,1
2017-08-02,Super Puff Shorty,81,1
2017-08-03,Super Puff Shorty,85,1
2017-08-04,Super Puff Shorty,110,1
2017-08-05,Super Puff Shorty,130,1
2017-08-06,Super Puff Shorty,107,1
2017-08-07,Super Puff Shorty,71,1
2017-08-08,Super Puff Shorty,94,1
2017-08-09,Super Puff Shorty,89,1
2017-08-10,Super Puff Shorty,109,1
2017-08-11,Super Puff Shorty,122,1
2017-08-12,Super Puff Shorty,118,1
2017-08-13,Super Puff Shorty,117,1
2017-08-14,Super Puff Shorty,89,1
2017-08-15,Super Puff Shorty,101,1
2017-08-16,Super Puff Shorty,97,1
2017-08-17,Super Puff Shorty,108,1
2017-08-18,Super Puff Shorty,112,1
2017-08-19,Super Puff Shorty,120,1
2017-08-20,Super Puff Shorty,124,1
2017-08-21,Super Puff Shorty,77,1
2017-08-22,Super Puff Shorty,107,1
2017-08-23,Super Puff Shorty,97,1
2017-08-24,Super Puff Shorty,105,1
2017-08-25,Super Puff Shorty,110,1
2017-08-26,Super Puff Shorty,114,1
2017-08-27,Super Puff Shorty,111,1
2017-08-28,Super Puff Shorty,87,1
2017-08-29,Super Puff Shorty,88,1
2017-08-30,Super Puff Shorty,110,1
2017-08-31,Super Puff Shorty,103,1
2017-09-01,Super Puff Shorty,99,1
2017-09-02,Super Puff Shorty,103,1
2017-09-03,Super Puff Shorty,102,1
2017-09-04,Super Puff Shorty,83,1
2017-09-05,Super Puff Shorty,95,1
2017-09-06,Super Puff Shorty,79,1
2017-09-07,Super Puff Shorty,91,1
2017-09-08,Super Puff Shorty,100,1
2017-09-09,Super Puff Shorty,112,1
2017-09-10,Super Puff Shorty,103,1
2017-09-11,Super Puff Shorty,73,1
2017-09-12,Super Puff Shorty,86,1
2017-09-13,Super Puff Shorty,104,1
2017-09-14,Super Puff Shorty,107,1
2017-09-15,Super Puff Shorty,98,1
2017-09-16,Super Puff Shorty,114,1
2017-09-17,Super Puff Shorty,106,1
2017-09-18,Super Puff Shorty,87,1
2017-09-19,Super Puff Shorty,81,1
2017-09-20,Super Puff Shorty,73,1
2017-09-21,Super Puff Shorty,89,1
2017-09-22,Super Puff Shorty,87,1
2017-09-23,Super Puff Shorty,98,1
2017-09-24,Super Puff Shorty,119,1
2017-09-25,Super Puff Shorty,91,1
2017-09-26,Super Puff Shorty,85,1
2017-09-27,Super Puff Shorty,59,1
2017-09-28,Super Puff Shorty,85,1
2017-09-29,Super Puff Shorty,104,1
2017-09-30,Super Puff Shorty,100,1
2017-10-01,Super Puff Shorty,104,1
2017-10-02,Super Puff Shorty,59,1
2017-10-03,Super Puff Shorty,98,1
2017-10-04,Super Puff Shorty,74,1
2017-10-05,Super Puff Shorty,87,1
2017-10-06,Super Puff Shorty,110,1
2017-10-07,Super Puff Shorty,98,1
2017-10-08,Super Puff Shorty,91,1
2017-10-09,Super Puff Shorty,71,1
2017-10-10,Super Puff Shorty,72,1
2017-10-11,Super Puff Shorty,85,1
2017-10-12,Super Puff Shorty,88,1
2017-10-13,Super Puff Shorty,94,1
2017-10-14,Super Puff Shorty,104,1
2017-10-15,Super Puff Shorty,93,1
2017-10-16,Super Puff Shorty,70,1
2017-10-17,Super Puff Shorty,90,1
2017-10-18,Super Puff Shorty,82,1
